;Kundennummer;Gerätetyp
2118;43099;DeviceGen2
2119;19778;DeviceGen2
2120;8754;DeviceGen2
2121;61060;DeviceGen3
2122;15065;DeviceGen3
2123;15565;DeviceGen4
2124;71749;DeviceGen3
2125;70489;DeviceGen2
2126;50336;DeviceGen2
2127;33840;DeviceGen2
2128;78505;DeviceGen2
2129;29300;DeviceGen2
2130;8607;DeviceGen2
2131;32722;DeviceGen3
2132;91059;DeviceGen2
2133;50855;DeviceGen2
2134;29703;DeviceGen3
2135;1832;DeviceGen3
2136;29820;DeviceGen2
2137;13364;DeviceGen4
2138;55462;DeviceGen3
2139;18215;DeviceGen2
2140;7331;DeviceGen4
2141;66605;DeviceGen2
2142;40853;DeviceGen2
2143;61263;DeviceGen3
2144;40420;DeviceGen3
2145;21247;DeviceGen2
2146;59855;DeviceGen2
2147;90118;DeviceGen3
2148;45230;DeviceGen3
2149;73816;DeviceGen2
2150;84833;DeviceGen2
2151;63815;DeviceGen4
2152;39972;DeviceGen3
2153;3881;DeviceGen3
2154;6562;DeviceGen2
2155;49777;DeviceGen3
2156;75798;DeviceGen2
2157;35603;DeviceGen2
2158;85635;DeviceGen4
2159;67710;DeviceGen4
2160;34114;DeviceGen3
2161;23208;DeviceGen3
2162;99577;DeviceGen2
2163;20270;DeviceGen3
2164;58114;DeviceGen2
2165;41901;DeviceGen2
2166;20498;DeviceGen3
2167;1826;DeviceGen2
2168;76509;DeviceGen2
2169;93802;DeviceGen3
2170;19859;DeviceGen3
2171;33255;DeviceGen2
2172;60793;DeviceGen3
2173;18026;DeviceGen2
2174;15631;DeviceGen3
2175;79772;DeviceGen3
2176;88976;DeviceGen3
2177;34123;DeviceGen3
2178;11572;DeviceGen2
2179;46818;DeviceGen3
2180;64452;DeviceGen2
2181;82637;DeviceGen3
2182;89278;DeviceGen2
2183;43282;DeviceGen3
2184;26597;DeviceGen2
2185;31885;DeviceGen3
2186;70977;DeviceGen3
2187;89085;DeviceGen3
2188;25838;DeviceGen2
2189;40938;DeviceGen2
2190;90731;DeviceGen2
2191;16789;DeviceGen3
2192;42715;DeviceGen3
2193;60434;DeviceGen3
2194;46381;DeviceGen2
2195;27396;DeviceGen2
2196;78862;DeviceGen2
2197;30201;DeviceGen3
2198;54090;DeviceGen2
2199;86704;DeviceGen3
2200;23544;DeviceGen2
2201;23858;DeviceGen2
2202;31351;DeviceGen2
2203;93088;DeviceGen3
2204;69296;DeviceGen3
2205;20136;DeviceGen3
2206;47316;DeviceGen2
2207;72334;DeviceGen2
2208;93665;DeviceGen3
2209;9280;DeviceGen3
2210;5099;DeviceGen2
2211;61736;DeviceGen3
2212;44160;DeviceGen2
2213;17454;DeviceGen3
2214;4232;DeviceGen3
2215;27498;DeviceGen3
2216;67416;DeviceGen2
2217;38066;DeviceGen3
2218;7757;DeviceGen3
2219;61479;DeviceGen3
2220;58662;DeviceGen3
2221;8700;DeviceGen3
2222;9511;DeviceGen3
2223;61370;DeviceGen2
2224;70318;DeviceGen3
2225;4965;DeviceGen3
2226;47656;DeviceGen3
2227;47191;DeviceGen2
2228;34963;DeviceGen2
2229;17854;DeviceGen3
2230;74152;DeviceGen3
2231;93855;DeviceGen3
2232;72385;DeviceGen3
2233;1474;DeviceGen3
2234;84261;DeviceGen2
2235;60795;DeviceGen3
2236;3643;DeviceGen3
2237;67143;DeviceGen3
2238;44554;DeviceGen3
2239;40134;DeviceGen3
2240;46546;DeviceGen2
2241;74941;DeviceGen3
2242;48186;DeviceGen2
2243;6625;DeviceGen3
2244;66763;DeviceGen3
2245;20683;DeviceGen3
2246;21389;DeviceGen3
2247;23199;DeviceGen3
2248;39537;DeviceGen2
2249;20073;DeviceGen3
2250;85102;DeviceGen3
2251;57947;DeviceGen3
2252;65198;DeviceGen2
2253;25770;DeviceGen3
2254;4632;DeviceGen3
2255;47799;DeviceGen2
2256;36151;DeviceGen2
2257;66379;DeviceGen2
2258;95259;DeviceGen3
2259;58197;DeviceGen2
2260;98456;DeviceGen3
2261;37213;DeviceGen2
2262;39511;DeviceGen2
2263;88285;DeviceGen3
2264;82417;DeviceGen2
2265;14924;DeviceGen2
2266;31461;DeviceGen2
2267;87710;DeviceGen3
2268;74846;DeviceGen3
2269;68314;DeviceGen3
2270;41472;DeviceGen2
2271;93042;DeviceGen3
2272;5849;DeviceGen2
2273;9092;DeviceGen2
2274;64848;DeviceGen3
2275;51222;DeviceGen3
2276;88727;DeviceGen3
2277;82490;DeviceGen3
2278;33027;DeviceGen4
2279;71290;DeviceGen2
2280;79286;DeviceGen3
2281;80580;DeviceGen3
2282;98288;DeviceGen2
2283;32201;DeviceGen3
2284;58722;DeviceGen3
2285;13227;DeviceGen2
2286;55398;DeviceGen2
2287;80449;DeviceGen3
2288;70427;DeviceGen3
2289;61779;DeviceGen3
2290;39998;DeviceGen3
2291;25590;DeviceGen2
2292;82160;DeviceGen3
2293;92233;DeviceGen2
2294;89089;DeviceGen2
2295;18125;DeviceGen3
2296;98209;DeviceGen4
2297;98999;DeviceGen2
2298;98327;DeviceGen2
2299;13258;DeviceGen3
2300;83064;DeviceGen2
2301;67394;DeviceGen3
2302;52974;DeviceGen3
2303;8436;DeviceGen4
2304;49497;DeviceGen3
2305;65133;DeviceGen2
2306;21965;DeviceGen2
2307;44199;DeviceGen2
2308;61069;DeviceGen3
2309;78183;DeviceGen2
2310;10634;DeviceGen2
2311;12862;DeviceGen4
2312;25287;DeviceGen2
2313;14072;DeviceGen3
2314;85535;DeviceGen2
2315;61325;DeviceGen3
2316;91487;DeviceGen2
2317;42460;DeviceGen4
2318;36803;DeviceGen3
2319;93798;DeviceGen3
2320;57442;DeviceGen4
2321;75764;DeviceGen3
2322;18873;DeviceGen2
2323;34659;DeviceGen3
2324;12684;DeviceGen2
2325;2729;DeviceGen3
2326;24383;DeviceGen3
2327;86872;DeviceGen2
2328;13074;DeviceGen3
2329;43495;DeviceGen2
2330;60549;DeviceGen2
2331;89383;DeviceGen3
2332;4606;DeviceGen3
2333;97324;DeviceGen2
2334;9853;DeviceGen3
2335;83312;DeviceGen3
2336;91335;DeviceGen3
2337;66321;DeviceGen2
2338;67038;DeviceGen2
2339;67022;DeviceGen3
2340;59722;DeviceGen3
2341;20837;DeviceGen2
2342;61848;DeviceGen2
2343;5636;DeviceGen3
2344;7155;DeviceGen3
2345;62464;DeviceGen3
2346;83280;DeviceGen2
2347;67514;DeviceGen3
2348;85554;DeviceGen2
2349;10104;DeviceGen2
2350;9155;DeviceGen3
2351;12428;DeviceGen3
2352;15716;DeviceGen4
2353;68088;DeviceGen3
2354;80497;DeviceGen4
2355;47816;DeviceGen3
2356;37142;DeviceGen2
2357;16714;DeviceGen3
2358;21837;DeviceGen2
2359;37794;DeviceGen2
2360;61795;DeviceGen2
2361;10962;DeviceGen3
2362;36278;DeviceGen2
2363;14102;DeviceGen2
2364;96372;DeviceGen3
2365;72568;DeviceGen3
2366;58841;DeviceGen3
2367;4884;DeviceGen3
2368;4570;DeviceGen4
2369;7545;DeviceGen2
2370;23949;DeviceGen3
2371;90232;DeviceGen2
2372;40634;DeviceGen3
2373;23151;DeviceGen3
2374;75250;DeviceGen2
2375;75657;DeviceGen3
2376;37424;DeviceGen3
2377;82406;DeviceGen2
2378;70545;DeviceGen3
2379;23867;DeviceGen3
2380;98359;DeviceGen3
2381;44014;DeviceGen2
2382;34890;DeviceGen3
2383;71035;DeviceGen2
2384;5519;DeviceGen3
2385;90242;DeviceGen3
2386;65813;DeviceGen3
2387;10547;DeviceGen2
2388;65170;DeviceGen4
2389;78667;DeviceGen2
2390;28773;DeviceGen2
2391;60421;DeviceGen2
2392;71685;DeviceGen3
2393;95626;DeviceGen2
2394;21197;DeviceGen2
2395;45235;DeviceGen4
2396;22236;DeviceGen3
2397;25537;DeviceGen2
2398;90813;DeviceGen3
2399;96748;DeviceGen3
2400;49002;DeviceGen3
2401;81361;DeviceGen2
2402;83487;DeviceGen2
2403;7602;DeviceGen2
2404;96206;DeviceGen3
2405;50522;DeviceGen2
2406;7522;DeviceGen2
2407;33481;DeviceGen3
2408;85225;DeviceGen4
2409;75043;DeviceGen3
2410;62157;DeviceGen2
2411;71622;DeviceGen2
2412;36624;DeviceGen3
2413;56222;DeviceGen3
2414;93354;DeviceGen2
2415;20348;DeviceGen3
2416;24680;DeviceGen3
2417;77653;DeviceGen3
2418;66001;DeviceGen2
2419;9807;DeviceGen2
2420;41588;DeviceGen3
2421;67924;DeviceGen3
2422;68566;DeviceGen3
2423;80156;DeviceGen3
2424;10512;DeviceGen2
2425;3694;DeviceGen3
2426;72278;DeviceGen4
2427;25393;DeviceGen2
2428;24328;DeviceGen2
2429;28982;DeviceGen3
2430;26782;DeviceGen2
2431;22978;DeviceGen3
2432;84402;DeviceGen3
2433;32573;DeviceGen3
2434;3973;DeviceGen3
2435;80022;DeviceGen3
2436;81086;DeviceGen2
2437;74482;DeviceGen3
2438;70098;DeviceGen2
2439;72760;DeviceGen4
2440;3961;DeviceGen3
2441;66920;DeviceGen2
2442;42889;DeviceGen3
2443;91678;DeviceGen3
2444;83440;DeviceGen2
2445;75324;DeviceGen2
2446;51361;DeviceGen2
2447;99192;DeviceGen3
2448;17313;DeviceGen2
2449;40874;DeviceGen3
2450;61027;DeviceGen3
2451;67002;DeviceGen2
2452;86411;DeviceGen2
2453;97973;DeviceGen2
2454;63916;DeviceGen3
2455;33055;DeviceGen3
2456;39647;DeviceGen3
2457;42641;DeviceGen3
2458;60341;DeviceGen2
2459;11688;DeviceGen2
2460;57918;DeviceGen3
2461;12806;DeviceGen2
2462;40324;DeviceGen2
2463;54175;DeviceGen2
2464;85425;DeviceGen3
2465;5755;DeviceGen2
2466;12380;DeviceGen3
2467;86063;DeviceGen2
2468;13341;DeviceGen3
2469;93993;DeviceGen2
2470;64731;DeviceGen2
2471;25086;DeviceGen3
2472;65898;DeviceGen3
2473;75841;DeviceGen3
2474;50359;DeviceGen2
2475;3139;DeviceGen2
2476;23513;DeviceGen2
2477;27337;DeviceGen3
2478;44049;DeviceGen2
2479;66067;DeviceGen4
2480;28130;DeviceGen3
2481;2321;DeviceGen3
2482;57531;DeviceGen2
2483;93571;DeviceGen3
2484;42206;DeviceGen2
2485;33086;DeviceGen3
2486;90034;DeviceGen3
2487;16131;DeviceGen3
2488;2065;DeviceGen2
2489;15267;DeviceGen2
2490;58318;DeviceGen2
2491;71741;DeviceGen2
2492;68069;DeviceGen3
2493;1888;DeviceGen3
2494;86365;DeviceGen2
2495;8708;DeviceGen4
2496;14447;DeviceGen4
2497;93471;DeviceGen2
2498;85648;DeviceGen3
2499;48498;DeviceGen3
2500;57588;DeviceGen3
2501;20430;DeviceGen3
2502;53010;DeviceGen2
2503;41243;DeviceGen3
2504;32497;DeviceGen2
2505;52855;DeviceGen2
2506;70560;DeviceGen2
2507;96135;DeviceGen3
2508;70189;DeviceGen3
2509;25995;DeviceGen2
2510;70025;DeviceGen3
2511;34597;DeviceGen3
2512;96361;DeviceGen3
2513;23286;DeviceGen2
2514;24016;DeviceGen3
2515;66336;DeviceGen4
2516;4326;DeviceGen3
2517;9330;DeviceGen2
2518;21772;DeviceGen3
2519;81677;DeviceGen3
2520;1079;DeviceGen2
2521;64140;DeviceGen3
2522;85060;DeviceGen3
2523;34670;DeviceGen3
2524;40835;DeviceGen3
2525;38388;DeviceGen2
2526;25651;DeviceGen2
2527;89878;DeviceGen3
2528;40739;DeviceGen2
2529;95528;DeviceGen3
2530;73322;DeviceGen3
2531;54406;DeviceGen3
2532;99387;DeviceGen3
2533;33268;DeviceGen2
2534;47054;DeviceGen4
2535;51414;DeviceGen3
2536;55196;DeviceGen2
2537;59083;DeviceGen2
2538;72015;DeviceGen3
2539;15229;DeviceGen2
2540;30690;DeviceGen2
2541;83240;DeviceGen3
2542;81619;DeviceGen3
2543;76348;DeviceGen3
2544;46385;DeviceGen3
2545;70342;DeviceGen2
2546;69911;DeviceGen3
2547;77661;DeviceGen3
2548;92376;DeviceGen3
2549;85557;DeviceGen3
2550;72877;DeviceGen2
2551;14848;DeviceGen4
2552;79641;DeviceGen2
2553;4321;DeviceGen3
2554;35028;DeviceGen4
2555;19950;DeviceGen3
2556;86778;DeviceGen2
2557;31222;DeviceGen2
2558;70940;DeviceGen2
2559;58759;DeviceGen2
2560;65077;DeviceGen3
2561;2794;DeviceGen2
2562;37871;DeviceGen2
2563;9548;DeviceGen4
2564;56721;DeviceGen2
2565;72182;DeviceGen3
2566;87063;DeviceGen3
2567;13414;DeviceGen2
2568;30487;DeviceGen2
2569;32423;DeviceGen2
2570;3229;DeviceGen3
2571;29363;DeviceGen3
2572;99899;DeviceGen3
2573;96550;DeviceGen2
2574;41614;DeviceGen3
2575;58467;DeviceGen2
2576;13253;DeviceGen3
2577;52326;DeviceGen3
2578;55528;DeviceGen4
2579;61026;DeviceGen2
2580;16218;DeviceGen3
2581;47042;DeviceGen2
2582;55523;DeviceGen3
2583;3742;DeviceGen2
2584;35445;DeviceGen2
2585;82501;DeviceGen3
2586;42952;DeviceGen2
2587;92741;DeviceGen3
2588;77800;DeviceGen3
2589;21009;DeviceGen2
2590;64439;DeviceGen3
2591;2939;DeviceGen2
2592;43584;DeviceGen3
2593;94178;DeviceGen3
2594;14121;DeviceGen3
2595;79149;DeviceGen3
2596;2118;DeviceGen2
2597;24105;DeviceGen3
2598;2584;DeviceGen4
2599;64886;DeviceGen2
2600;40036;DeviceGen4
2601;8394;DeviceGen2
2602;6482;DeviceGen3
2603;56500;DeviceGen3
2604;85947;DeviceGen3
2605;52932;DeviceGen3
2606;4236;DeviceGen3
2607;29811;DeviceGen2
2608;63663;DeviceGen3
2609;20931;DeviceGen2
2610;83527;DeviceGen4
2611;26040;DeviceGen2
2612;64204;DeviceGen3
2613;95313;DeviceGen3
2614;23652;DeviceGen2
2615;45870;DeviceGen2
2616;99035;DeviceGen3
2617;75864;DeviceGen3
2618;54031;DeviceGen3
2619;61035;DeviceGen3
2620;2349;DeviceGen3
2621;7465;DeviceGen3
2622;25472;DeviceGen2
2623;67934;DeviceGen3
2624;3022;DeviceGen3
2625;6012;DeviceGen2
2626;77191;DeviceGen2
2627;87819;DeviceGen3
2628;49833;DeviceGen2
2629;87793;DeviceGen3
2630;4764;DeviceGen3
2631;57704;DeviceGen3
2632;10611;DeviceGen2
2633;61481;DeviceGen4
2634;36455;DeviceGen2
2635;16145;DeviceGen3
2636;45247;DeviceGen2
2637;79401;DeviceGen3
2638;50915;DeviceGen2
2639;81247;DeviceGen4
2640;42365;DeviceGen3
2641;44156;DeviceGen3
2642;78443;DeviceGen2
2643;37178;DeviceGen3
2644;88796;DeviceGen3
2645;93938;DeviceGen3
2646;31236;DeviceGen3
2647;3068;DeviceGen3
2648;33640;DeviceGen3
2649;28276;DeviceGen3
2650;71876;DeviceGen2
2651;70101;DeviceGen3
2652;14407;DeviceGen2
2653;28269;DeviceGen3
2654;49084;DeviceGen2
2655;30501;DeviceGen2
2656;35575;DeviceGen2
2657;93076;DeviceGen3
2658;62276;DeviceGen2
2659;61514;DeviceGen3
2660;85755;DeviceGen2
2661;8188;DeviceGen3
2662;87400;DeviceGen2
2663;44690;DeviceGen2
2664;43574;DeviceGen2
2665;59385;DeviceGen2
2666;43851;DeviceGen3
2667;3968;DeviceGen2
2668;84363;DeviceGen2
2669;56312;DeviceGen2
2670;17379;DeviceGen2
2671;72512;DeviceGen2
2672;30292;DeviceGen3
2673;37156;DeviceGen4
2674;32664;DeviceGen3
2675;27416;DeviceGen3
2676;40238;DeviceGen2
2677;26389;DeviceGen3
2678;98475;DeviceGen3
2679;58108;DeviceGen2
2680;61345;DeviceGen3
2681;74560;DeviceGen3
2682;58574;DeviceGen3
2683;30963;DeviceGen2
2684;86527;DeviceGen2
2685;86102;DeviceGen3
2686;57448;DeviceGen4
2687;56276;DeviceGen3
2688;30802;DeviceGen2
2689;35374;DeviceGen2
2690;78408;DeviceGen3
2691;20420;DeviceGen3
2692;25207;DeviceGen2
2693;81400;DeviceGen2
2694;41520;DeviceGen2
2695;15072;DeviceGen3
2696;73116;DeviceGen2
2697;38275;DeviceGen3
2698;9941;DeviceGen3
2699;48470;DeviceGen3
2700;28516;DeviceGen4
2701;40028;DeviceGen2
2702;35921;DeviceGen3
2703;65061;DeviceGen2
2704;39579;DeviceGen3
2705;60925;DeviceGen2
2706;24767;DeviceGen3
2707;51616;DeviceGen2
2708;3727;DeviceGen2
2709;31590;DeviceGen3
2710;38560;DeviceGen2
2711;92844;DeviceGen3
2712;1446;DeviceGen2
2713;40555;DeviceGen3
2714;36650;DeviceGen3
2715;8479;DeviceGen2
2716;76450;DeviceGen2
2717;69491;DeviceGen2
2718;64766;DeviceGen2
2719;6456;DeviceGen3
2720;8120;DeviceGen3
2721;60242;DeviceGen3
2722;22481;DeviceGen3
2723;80525;DeviceGen2
2724;4031;DeviceGen3
2725;98565;DeviceGen3
2726;96024;DeviceGen3
2727;46584;DeviceGen4
2728;43568;DeviceGen4
2729;75200;DeviceGen3
2730;37318;DeviceGen3
2731;70875;DeviceGen3
2732;16431;DeviceGen2
2733;9143;DeviceGen3
2734;80883;DeviceGen3
2735;40234;DeviceGen3
2736;2671;DeviceGen3
2737;68378;DeviceGen2
2738;95315;DeviceGen3
2739;25648;DeviceGen3
2740;60679;DeviceGen3
2741;75163;DeviceGen2
2742;81057;DeviceGen3
2743;64513;DeviceGen3
2744;10541;DeviceGen2
2745;64393;DeviceGen2
2746;46939;DeviceGen2
2747;62051;DeviceGen2
2748;77495;DeviceGen3
2749;98526;DeviceGen2
2750;54464;DeviceGen3
2751;91914;DeviceGen3
2752;43450;DeviceGen3
2753;22455;DeviceGen2
2754;88040;DeviceGen3
2755;15372;DeviceGen3
2756;25868;DeviceGen2
2757;23004;DeviceGen2
2758;66145;DeviceGen2
2759;4553;DeviceGen2
2760;42875;DeviceGen3
2761;19506;DeviceGen3
2762;80889;DeviceGen3
2763;25659;DeviceGen3
2764;90995;DeviceGen2
2765;60617;DeviceGen3
2766;48467;DeviceGen3
2767;42786;DeviceGen2
2768;63902;DeviceGen2
2769;36641;DeviceGen2
2770;29778;DeviceGen3
2771;22895;DeviceGen3
2772;98269;DeviceGen2
2773;94176;DeviceGen3
2774;92047;DeviceGen3
2775;11046;DeviceGen2
2776;94818;DeviceGen3
2777;57622;DeviceGen3
2778;3047;DeviceGen3
2779;77392;DeviceGen3
2780;67206;DeviceGen4
2781;68653;DeviceGen2
2782;32159;DeviceGen3
2783;33265;DeviceGen2
2784;54187;DeviceGen3
2785;21526;DeviceGen3
2786;9192;DeviceGen2
2787;68872;DeviceGen2
2788;20557;DeviceGen4
2789;59673;DeviceGen3
2790;64864;DeviceGen2
2791;96699;DeviceGen2
2792;36182;DeviceGen3
2793;42808;DeviceGen3
2794;70343;DeviceGen2
2795;61606;DeviceGen3
2796;7510;DeviceGen3
2797;19682;DeviceGen3
2798;60980;DeviceGen2
2799;55443;DeviceGen4
2800;71506;DeviceGen3
2801;69902;DeviceGen2
2802;35783;DeviceGen2
2803;85664;DeviceGen3
2804;45676;DeviceGen3
2805;66567;DeviceGen3
2806;89818;DeviceGen2
2807;57281;DeviceGen3
2808;86593;DeviceGen3
2809;11925;DeviceGen3
2810;14250;DeviceGen3
2811;60741;DeviceGen3
2812;41616;DeviceGen3
2813;35126;DeviceGen3
2814;90057;DeviceGen3
2815;81777;DeviceGen3
2816;92249;DeviceGen2
2817;18467;DeviceGen3
2818;77799;DeviceGen3
2819;91262;DeviceGen3
2820;54665;DeviceGen4
2821;44238;DeviceGen3
2822;89555;DeviceGen3
2823;26963;DeviceGen3
2824;12646;DeviceGen4
2825;86686;DeviceGen3
2826;27078;DeviceGen3
2827;40641;DeviceGen3
2828;11428;DeviceGen2
2829;64660;DeviceGen3
2830;31600;DeviceGen3
2831;68747;DeviceGen2
2832;28585;DeviceGen3
2833;4201;DeviceGen3
2834;6959;DeviceGen3
2835;98771;DeviceGen2
2836;61050;DeviceGen3
2837;63524;DeviceGen2
2838;1152;DeviceGen4
2839;19989;DeviceGen3
2840;15666;DeviceGen2
2841;71403;DeviceGen3
2842;38856;DeviceGen2
2843;35151;DeviceGen2
2844;9589;DeviceGen3
2845;56883;DeviceGen2
2846;92989;DeviceGen3
2847;59974;DeviceGen3
2848;23397;DeviceGen4
2849;73223;DeviceGen2
2850;23350;DeviceGen2
2851;82104;DeviceGen3
2852;10946;DeviceGen3
2853;39376;DeviceGen2
2854;28156;DeviceGen2
2855;50113;DeviceGen2
2856;20762;DeviceGen3
2857;48469;DeviceGen2
2858;83698;DeviceGen3
2859;54591;DeviceGen2
2860;19088;DeviceGen2
2861;72383;DeviceGen2
2862;15779;DeviceGen2
2863;79557;DeviceGen2
2864;81098;DeviceGen2
2865;89459;DeviceGen2
2866;82344;DeviceGen2
2867;56668;DeviceGen4
2868;16322;DeviceGen2
2869;16458;DeviceGen3
2870;35795;DeviceGen3
2871;37386;DeviceGen2
2872;99404;DeviceGen2
2873;99310;DeviceGen2
2874;15406;DeviceGen3
2875;9144;DeviceGen2
2876;52152;DeviceGen3
2877;59702;DeviceGen2
2878;76591;DeviceGen2
2879;28044;DeviceGen2
2880;83370;DeviceGen2
2881;3878;DeviceGen2
2882;81587;DeviceGen3
2883;74926;DeviceGen3
2884;75653;DeviceGen3
2885;91406;DeviceGen2
2886;36752;DeviceGen3
2887;46509;DeviceGen3
2888;65733;DeviceGen3
2889;24524;DeviceGen3
2890;2744;DeviceGen3
2891;30642;DeviceGen2
2892;64867;DeviceGen2
2893;51322;DeviceGen3
2894;34198;DeviceGen3
2895;12793;DeviceGen2
2896;34544;DeviceGen3
2897;30473;DeviceGen3
2898;35523;DeviceGen2
2899;42160;DeviceGen3
2900;80223;DeviceGen3
2901;69794;DeviceGen3
2902;67639;DeviceGen3
2903;53165;DeviceGen3
2904;65914;DeviceGen3
2905;66977;DeviceGen3
2906;37447;DeviceGen2
2907;92102;DeviceGen2
2908;53991;DeviceGen2
2909;43380;DeviceGen3
2910;4043;DeviceGen2
2911;72565;DeviceGen3
2912;56968;DeviceGen2
2913;48684;DeviceGen3
2914;42278;DeviceGen3
2915;55375;DeviceGen4
2916;86426;DeviceGen3
2917;2264;DeviceGen3
2918;61974;DeviceGen3
2919;51290;DeviceGen3
2920;16552;DeviceGen3
2921;24732;DeviceGen4
2922;90627;DeviceGen3
2923;38705;DeviceGen3
2924;34274;DeviceGen2
2925;45277;DeviceGen3
2926;78804;DeviceGen2
2927;61735;DeviceGen3
2928;44997;DeviceGen3
2929;87426;DeviceGen2
2930;17415;DeviceGen3
2931;83134;DeviceGen3
2932;20793;DeviceGen3
2933;1072;DeviceGen3
2934;26637;DeviceGen3
2935;2852;DeviceGen3
2936;56864;DeviceGen3
2937;62543;DeviceGen4
2938;78948;DeviceGen3
2939;9571;DeviceGen2
2940;18560;DeviceGen3
2941;52380;DeviceGen3
2942;90822;DeviceGen3
2943;63138;DeviceGen4
2944;54568;DeviceGen4
2945;31778;DeviceGen2
2946;83617;DeviceGen2
2947;27211;DeviceGen2
2948;23262;DeviceGen2
2949;8995;DeviceGen4
2950;20279;DeviceGen3
2951;81802;DeviceGen2
2952;27967;DeviceGen3
2953;74138;DeviceGen3
2954;50526;DeviceGen2
2955;66746;DeviceGen3
2956;9785;DeviceGen3
2957;52676;DeviceGen3
2958;34210;DeviceGen2
2959;79061;DeviceGen2
2960;19164;DeviceGen4
2961;14198;DeviceGen3
2962;22517;DeviceGen3
2963;2057;DeviceGen3
2964;57730;DeviceGen3
2965;9878;DeviceGen3
2966;38601;DeviceGen2
2967;89654;DeviceGen3
2968;75490;DeviceGen3
2969;66755;DeviceGen3
2970;17282;DeviceGen3
2971;55111;DeviceGen2
2972;58315;DeviceGen3
2973;95935;DeviceGen2
2974;42108;DeviceGen3
2975;8847;DeviceGen3
2976;40962;DeviceGen3
2977;79505;DeviceGen2
2978;75570;DeviceGen2
2979;64858;DeviceGen3
2980;80615;DeviceGen3
2981;35606;DeviceGen3
2982;14073;DeviceGen3
2983;11497;DeviceGen2
2984;5067;DeviceGen2
2985;25632;DeviceGen2
2986;67769;DeviceGen3
2987;4118;DeviceGen3
2988;14849;DeviceGen2
2989;75668;DeviceGen3
2990;24813;DeviceGen2
2991;60013;DeviceGen2
2992;41767;DeviceGen2
2993;27392;DeviceGen2
2994;9010;DeviceGen2
2995;18901;DeviceGen3
2996;28299;DeviceGen3
2997;38691;DeviceGen2
2998;7281;DeviceGen3
2999;35504;DeviceGen2
3000;32015;DeviceGen2
3001;62484;DeviceGen2
3002;29244;DeviceGen2
3003;77302;DeviceGen4
3004;49821;DeviceGen2
3005;77227;DeviceGen3
3006;93684;DeviceGen3
3007;5167;DeviceGen2
3008;73970;DeviceGen3
3009;42027;DeviceGen2
3010;44294;DeviceGen4
3011;65422;DeviceGen3
3012;57331;DeviceGen2
3013;43657;DeviceGen2
3014;54035;DeviceGen3
3015;55230;DeviceGen2
3016;43008;DeviceGen3
3017;24731;DeviceGen3
3018;41363;DeviceGen4
3019;15295;DeviceGen3
3020;44815;DeviceGen2
3021;60038;DeviceGen3
3022;68727;DeviceGen2
3023;47724;DeviceGen3
3024;18089;DeviceGen3
3025;79339;DeviceGen2
3026;1473;DeviceGen3
3027;33830;DeviceGen2
3028;39479;DeviceGen2
3029;86851;DeviceGen3
3030;16994;DeviceGen3
3031;25243;DeviceGen3
3032;57163;DeviceGen3
3033;16989;DeviceGen3
3034;23189;DeviceGen2
3035;53032;DeviceGen3
3036;41559;DeviceGen3
3037;71611;DeviceGen2
3038;6733;DeviceGen3
3039;50228;DeviceGen4
3040;64670;DeviceGen4
3041;2981;DeviceGen2
3042;28092;DeviceGen3
3043;58343;DeviceGen3
3044;67661;DeviceGen4
3045;98855;DeviceGen3
3046;89286;DeviceGen3
3047;47900;DeviceGen3
3048;34219;DeviceGen2
3049;30416;DeviceGen3
3050;33163;DeviceGen3
3051;96287;DeviceGen3
3052;12866;DeviceGen3
3053;52465;DeviceGen3
3054;14287;DeviceGen3
3055;10960;DeviceGen3
3056;98374;DeviceGen3
3057;82717;DeviceGen2
3058;81579;DeviceGen3
3059;70909;DeviceGen3
3060;99544;DeviceGen3
3061;69649;DeviceGen3
3062;29396;DeviceGen3
3063;82243;DeviceGen3
3064;73604;DeviceGen2
3065;50331;DeviceGen3
3066;19425;DeviceGen3
3067;34570;DeviceGen3
3068;22178;DeviceGen3
3069;9940;DeviceGen3
3070;47237;DeviceGen2
3071;15257;DeviceGen2
3072;8620;DeviceGen2
3073;81459;DeviceGen2
3074;84782;DeviceGen2
3075;60174;DeviceGen3
3076;38595;DeviceGen3
3077;99890;DeviceGen3
3078;40959;DeviceGen2
3079;37389;DeviceGen3
3080;77841;DeviceGen3
3081;96286;DeviceGen2
3082;62916;DeviceGen2
3083;70866;DeviceGen3
3084;24182;DeviceGen2
3085;75088;DeviceGen4
3086;58376;DeviceGen2
3087;43509;DeviceGen3
3088;47584;DeviceGen3
3089;98801;DeviceGen2
3090;89789;DeviceGen3
3091;86756;DeviceGen3
3092;73681;DeviceGen3
3093;13885;DeviceGen3
3094;11602;DeviceGen3
3095;15029;DeviceGen2
3096;51580;DeviceGen2
3097;65938;DeviceGen4
3098;70759;DeviceGen2
3099;66477;DeviceGen4
3100;50013;DeviceGen3
3101;36706;DeviceGen2
3102;61236;DeviceGen3
3103;93957;DeviceGen3
3104;39362;DeviceGen3
3105;6275;DeviceGen2
3106;90109;DeviceGen3
3107;98852;DeviceGen2
3108;25773;DeviceGen2
3109;8481;DeviceGen3
3110;65229;DeviceGen3
3111;11621;DeviceGen2
3112;80713;DeviceGen3
3113;64471;DeviceGen3
3114;92375;DeviceGen3
3115;64010;DeviceGen3
